Neighborhood,Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,FixedLotFrontage,FixedLotArea,FixedMasVnrArea,FixedTotalBsmtSF,Fixed1stFlrSF,Fixed2ndFlrSF,FixedLowQualFinSF,FixedGrLivArea,FixedBsmtFullBath,FixedBsmtHalfBath,FixedFullBath,FixedHalfBath,FixedBedroomAbvGr,FixedKitchenAbvGr,FixedTotRmsAbvGrd,FixedFireplaces,FixedGarageYrBlt,FixedGarageCars,FixedGarageArea,FixedWoodDeckSF,FixedOpenPorchSF,FixedEnclosedPorch,Fixed3SsnPorch,FixedScreenPorch,FixedPoolArea,FixedMiscVal,FixedYrSold,FixedSalePrice,YearsSinceBuilt,YearsSinceRemodel,SafetyScore,BicycleFriendlyScore,WalkabilityScore,SchoolingScore,HouseholdIncomeScore,DesirabilityScore
NridgHt,1360,20,RL,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GasA,Ex,Y,null,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,9,WD,Normal,129,16737,66,1980,1980,0,0,1980,1,0,2,0,3,1,8,1,2004,3,770,194,45,0,0,0,0,0,2006,315000,2,1,3,3,1,5,3,3
SWISU,1361,70,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,GasA,Ex,Y,null,TA,Typ,NA,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,5,WD,Normal,51,9842,0,612,990,1611,0,2601,0,0,3,1,4,1,8,0,1998,2,621,183,0,301,0,0,0,0,2008,189000,87,10,1,2,4,4,1,2
StoneBr,1362,20,RL,Pave,NA,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,124,16158,16,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,2005,2,430,168,36,0,0,0,0,0,2009,260000,4,4,3,3,1,1,3,3
NAmes,1363,50,RL,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,Fa,No,GasA,Gd,Y,null,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,69,12513,0,715,1281,457,0,1738,0,0,2,0,4,1,7,1,1920,1,368,55,0,0,0,0,0,0,2009,104900,89,2,3,2,1,4,2,2
Gilbert,1364,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,3,New,Partial,73,8499,0,616,616,796,0,1412,0,0,2,1,3,1,6,1,2007,2,432,0,36,0,0,0,0,0,2007,156932,1,0,3,3,1,4,3,3
Somerst,1365,160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Detchd,RFn,TA,TA,Y,NA,NA,NA,4,WD,Abnorml,30,3180,0,600,520,600,80,1200,0,0,2,1,2,1,4,0,2005,2,480,0,166,0,0,0,0,0,2006,144152,1,1,2,2,1,5,3,3
Somerst,1366,60,FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,1,WD,Normal,69,7500,0,814,814,860,0,1674,1,0,2,1,3,1,7,0,2000,2,663,0,96,0,0,0,0,0,2010,216000,10,10,2,2,1,5,3,3
CollgCr,1367,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Abnorml,68,9179,158,873,882,908,0,1790,1,0,2,1,3,1,7,0,1999,2,588,0,88,0,0,0,0,0,2008,193000,9,9,3,1,1,3,2,3
MeadowV,1368,160,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,6,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,TA,TA,No,GasA,Ex,Y,null,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,WD,Normal,41,2665,0,757,925,550,0,1475,0,0,2,0,4,1,6,1,1977,1,336,104,26,0,0,0,0,0,2006,127000,29,29,3,2,1,4,2,2
CollgCr,1369,120,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,69,4435,170,848,848,0,0,848,1,0,1,0,1,1,4,0,2003,2,420,140,0,0,0,0,0,0,2009,144000,6,5,3,1,1,3,2,3
CollgCr,1370,20,RL,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,5,WD,Normal,48,10635,171,1657,1668,0,0,1668,1,0,2,0,3,1,8,1,2003,2,502,0,262,0,0,0,0,0,2010,232000,7,7,3,1,1,3,2,3
OldTown,1371,50,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,CBlock,CBlock,None,Fa,TA,PConc,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Fin,TA,TA,Y,NA,NA,NA,10,WD,Normal,90,5400,0,840,840,534,0,1374,0,0,1,0,2,1,6,0,1967,1,338,0,0,198,0,0,0,0,2009,105000,89,59,1,4,2,4,2,1
NAmes,1372,80,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,Av,GasA,Gd,Y,null,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,NA,MnPrv,NA,10,WD,Normal,80,9600,0,992,1661,0,0,1661,1,0,1,0,3,1,8,1,1955,1,377,0,28,0,0,178,0,0,2008,165500,53,12,3,2,1,4,2,2
CollgCr,1373,60,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,TA,Detchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,75,9750,0,1108,1108,989,0,2097,1,0,2,1,3,1,8,1,1998,2,583,253,170,0,0,0,0,0,2006,274300,8,8,3,1,1,3,2,3
NoRidge,1374,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GasA,Ex,Y,null,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,3,WD,Normal,69,11400,705,2633,2633,0,0,2633,1,0,2,1,2,1,8,2,2001,3,804,314,140,0,0,0,0,0,2007,466500,6,5,3,2,1,5,3,3
Somerst,1375,60,FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,WD,Normal,85,10625,0,1026,1026,932,0,1958,0,0,2,1,3,1,9,1,2005,3,936,154,210,0,0,0,0,0,2008,250000,3,3,2,2,1,5,3,3
Timber,1376,20,RL,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,12,New,Partial,89,10991,80,1571,1571,0,0,1571,0,0,2,0,3,1,7,1,2007,3,722,100,36,0,0,0,0,0,2007,239000,0,0,3,2,1,4,3,3
SWISU,1377,30,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,GasA,TA,N,null,TA,Typ,NA,Detchd,Unf,Fa,TA,Y,NA,NA,NA,4,WD,Normal,52,6292,0,768,790,0,0,790,0,0,1,0,2,1,4,0,1925,1,160,0,141,0,0,0,0,0,2008,91000,78,58,1,2,4,4,1,2
Edwards,1378,50,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Min2,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,60,10998,0,984,984,620,0,1604,0,0,2,0,3,1,6,0,1977,2,660,0,68,0,0,0,0,0,2009,117000,68,49,2,2,2,3,2,1
BrDale,1379,160,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,21,1953,408,483,483,504,0,987,0,0,1,1,2,1,5,0,1973,1,264,72,0,0,0,0,0,0,2006,83000,33,33,3,2,1,1,2,2
Timber,1380,80,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GasA,Gd,Y,SBrkr,Gd,Typ,NA,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,5,WD,Normal,73,9735,0,384,754,640,0,1394,0,0,2,1,3,1,7,0,2007,2,400,100,0,0,0,0,0,0,2008,167500,2,1,3,2,1,4,3,3
Edwards,1381,30,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,3,3,Gable,CompShg,Stucco,Stucco,None,TA,Fa,BrkTil,TA,Fa,No,GasA,TA,N,null,TA,Typ,NA,Detchd,Unf,TA,Fa,Y,NA,NA,NA,6,WD,Normal,45,8212,0,864,864,0,0,864,1,0,1,0,2,1,5,0,1938,1,200,0,0,96,0,0,0,0,2010,58500,96,60,2,2,2,3,2,1
NAmes,1382,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,Mn,GasA,Ex,Y,null,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,5,WD,Normal,69,12925,0,1205,2117,0,0,2117,0,0,2,1,4,1,7,2,1970,2,550,0,42,0,0,0,0,0,2008,237500,38,38,3,2,1,4,2,2
OldTown,1383,70,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Detchd,Unf,TA,TA,N,NA,NA,NA,10,WD,Normal,60,7200,0,596,998,764,0,1762,1,0,1,1,4,1,8,0,1989,2,576,36,0,221,0,0,0,0,2006,157000,86,56,1,4,2,4,2,1
Sawyer,1384,30,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,Unf,TA,TA,N,NA,NA,NA,8,WD,Normal,69,25339,0,816,1416,0,0,1416,0,0,2,0,3,1,7,0,2007,2,576,0,0,112,0,0,0,0,2007,112000,89,0,3,2,1,2,2,1
Edwards,1385,50,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,Mn,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,P,NA,MnPrv,NA,10,WD,Normal,60,9060,0,560,698,560,0,1258,0,0,1,0,2,1,6,0,1939,1,280,0,0,0,0,0,0,0,2009,105000,70,59,2,2,2,3,2,1
IDOTRR,1386,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,8,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,GasA,Gd,Y,null,Gd,Typ,NA,Detchd,Unf,TA,TA,N,NA,MnPrv,NA,5,WD,Normal,40,5436,0,796,796,358,0,1154,1,0,1,0,3,1,7,0,1922,1,240,0,96,0,0,0,0,0,2010,125500,88,3,1,2,2,4,1,1
NWAmes,1387,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,GasA,TA,Y,null,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Fa,MnPrv,TenC,7,WD,Normal,80,16692,184,1392,1392,1392,0,2784,1,0,3,1,5,1,12,2,1978,2,564,0,112,0,0,440,519,2000,2006,250000,28,28,3,2,1,1,3,3
OldTown,1388,50,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Stucco,Stucco,None,TA,Gd,BrkTil,TA,TA,No,GasW,TA,N,null,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,GdWo,NA,8,CWD,Family,60,8520,0,714,1664,862,0,2526,0,0,2,0,5,1,10,1,1916,1,216,88,15,0,0,0,0,0,2007,136000,91,57,1,4,2,4,2,1
Gilbert,1389,20,RL,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GasA,Ex,Y,null,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,10,WD,Normal,42,14892,160,1746,1746,0,0,1746,1,0,2,0,3,1,7,2,2006,3,758,201,39,0,0,0,0,0,2009,377500,3,2,3,3,1,4,3,3
BrkSide,1390,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,Gd,No,GasA,Ex,Y,null,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,3,WD,Normal,60,6000,0,735,869,349,0,1218,0,1,1,0,3,1,6,1,2003,2,440,0,0,0,0,0,0,0,2007,131000,66,57,3,4,2,4,3,2
CollgCr,1391,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,9,WD,Normal,70,9100,244,1525,1525,0,0,1525,1,0,2,0,3,1,6,0,2000,2,541,219,36,0,0,0,0,0,2006,235000,6,6,3,1,1,3,2,3
NAmes,1392,90,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Mod,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,4,WD,Normal,65,8944,0,1584,1584,0,0,1584,0,0,2,0,4,2,8,0,1967,3,792,0,152,0,0,0,0,0,2009,124000,42,42,3,2,1,4,2,2
NAmes,1393,85,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,GasA,TA,Y,null,TA,Typ,Po,Attchd,RFn,TA,TA,Y,NA,MnWw,NA,12,WD,Normal,68,7838,0,864,900,0,0,900,1,0,1,0,3,1,6,1,1967,1,288,175,144,0,0,0,0,0,2006,123000,39,39,3,2,1,4,2,2
OldTown,1394,190,RM,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,TA,No,GasA,Ex,N,null,TA,Typ,TA,Detchd,Unf,Gd,TA,Y,NA,NA,NA,4,WD,Normal,60,10800,0,482,1221,691,0,1912,0,0,2,0,3,2,7,1,2003,2,672,0,25,212,0,0,0,0,2008,163000,103,8,1,4,2,4,2,1
Blmngtn,1395,120,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,10,New,Partial,53,4045,45,1356,1500,0,0,1500,1,0,2,0,2,1,6,1,2006,3,648,161,20,0,0,0,0,0,2006,246578,0,0,3,3,1,1,3,3
Timber,1396,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,Gd,GasA,Ex,Y,null,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,2,WD,Normal,88,12665,245,1094,1133,1349,0,2482,0,0,2,1,4,1,9,1,2005,3,642,144,39,0,0,0,0,0,2007,281213,2,1,3,2,1,4,3,3
Timber,1397,20,RL,Pave,NA,IR1,Bnk,AllPub,Inside,Sev,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,GasA,TA,Y,null,TA,Min1,TA,Detchd,Unf,TA,TA,N,NA,NA,NA,6,WD,Normal,69,57200,0,747,1687,0,0,1687,1,0,1,0,3,1,7,2,1966,2,572,0,0,50,0,0,0,0,2010,160000,62,60,3,2,1,4,3,3
BrkSide,1398,70,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,Mn,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,Fa,Fa,N,NA,NA,NA,5,WD,Normal,51,6120,0,939,939,574,0,1513,0,0,1,1,4,1,8,0,1933,1,180,24,0,150,0,0,0,0,2007,137500,87,3,3,4,2,4,3,2
NAmes,1399,50,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,VinylSd,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Min1,NA,Attchd,Unf,TA,TA,Y,NA,GdPrv,NA,5,WD,Normal,60,7200,0,1208,1136,768,0,1904,1,0,1,1,3,1,7,0,1950,1,240,0,0,168,0,0,0,0,2009,138000,59,27,3,2,1,4,2,2
SWISU,1400,50,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,Detchd,Unf,Fa,TA,Y,NA,MnPrv,NA,10,WD,Normal,51,6171,0,976,1160,448,0,1608,0,0,2,1,3,1,7,1,1925,1,216,147,16,0,0,0,0,0,2009,137450,84,19,1,2,4,4,1,2
BrkSide,1401,50,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,GasA,TA,Y,null,TA,Typ,Gd,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,7,WD,Normal,50,6000,0,862,950,208,0,1158,0,0,1,0,3,1,5,1,1929,1,208,0,0,112,0,0,0,0,2008,120000,79,58,3,4,2,4,3,2
Gilbert,1402,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GasA,Ex,Y,null,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,4,WD,Normal,62,7415,0,839,864,729,0,1593,1,0,2,1,3,1,8,1,2004,2,398,100,75,0,0,0,0,0,2008,193000,4,4,3,3,1,4,3,3
CollgCr,1403,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,New,Partial,64,6762,0,1286,1294,0,0,1294,0,0,2,0,2,1,6,1,2006,2,662,168,55,0,0,0,0,0,2006,193879,0,0,3,1,1,3,2,3
Somerst,1404,20,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,RRAn,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,8,WD,Normal,49,15256,84,1485,1464,0,0,1464,1,0,2,0,3,1,6,0,2007,3,754,168,160,0,0,0,0,0,2007,282922,0,0,2,2,1,5,3,3
OldTown,1405,50,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,3,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,1,WD,Family,60,10410,0,672,694,520,0,1214,0,0,1,0,3,1,6,0,1998,3,936,216,0,160,0,0,0,0,2006,105000,91,56,1,4,2,4,2,1
Crawfor,1406,120,RM,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,1,WD,Normal,44,3842,174,1594,1646,0,0,1646,1,1,2,0,2,1,5,1,2004,2,482,128,53,0,0,155,0,0,2008,275000,4,3,2,4,4,4,2,3
CollgCr,1407,85,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SFoyer,5,7,Gable,CompShg,HdBoard,Wd Shng,None,TA,TA,CBlock,Gd,TA,Av,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,3,WD,Normal,70,8445,0,768,768,0,0,768,1,0,1,0,2,1,5,0,1988,2,396,58,0,0,0,0,0,0,2009,133000,37,2,3,1,1,3,2,3
Mitchel,1408,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,NA,NA,NA,NA,Y,NA,MnPrv,NA,3,WD,Normal,69,8780,0,833,833,0,0,833,1,0,1,0,3,1,5,0,1980,0,0,0,0,0,0,0,0,0,2009,112000,24,24,3,2,1,4,2,2
OldTown,1409,70,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Fa,TA,No,GasA,Gd,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,60,7740,0,622,741,622,0,1363,0,0,1,0,3,1,6,0,1966,2,528,0,0,0,0,168,0,0,2010,125500,100,60,1,4,2,4,2,1
NWAmes,1410,60,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,No,GasA,Gd,Y,null,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,MnPrv,NA,11,WD,Normal,46,20544,123,791,1236,857,0,2093,0,0,2,1,3,1,7,1,1986,2,542,364,63,0,0,0,0,0,2008,215000,22,17,3,2,1,1,3,3
CollgCr,1411,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,79,12420,0,944,944,896,0,1840,1,0,2,1,3,1,6,0,2001,2,622,0,45,0,0,0,0,0,2009,230000,8,8,3,1,1,3,2,3
NAmes,1412,50,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Min2,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,9,WD,Normal,80,9600,0,856,1112,556,0,1668,0,0,1,1,3,1,6,0,1950,1,271,0,0,0,0,0,0,0,2009,140000,59,4,3,2,1,4,2,2
